3.2,3.2
3.2,3.2
3.2,3.2
3.2,3.2
3.2,3.2
3.2,3.2
3.2,3.2
3.2,3.2
3.2,3.2
3.2,3.2
3.2,3.2
3.2,3.2002
3.2,3.2002
3.201,3.2002
3.2,3.2002
3.2,3.2002
3.2,3.2
3.2,3.2
3.2,3.2
3.2,3.2
3.2,3.2
3.2,3.2
3.2,3.2
3.2,3.2002
3.2,3.2
3.201,3.2002
3.199,3.2002
3.201,3.1998
3.2,3.2002
3.198,3.2
3.203,3.1998
3.198,3.2002
3.2,3.2002
3.202,3.1998
3.198,3.2
3.201,3.2002
3.199,3.1994
3.201,3.2002
3.198,3.1998
3.202,3.1998
3.199,3.2
3.199,3.2004
3.202,3.1996
3.2,3.2004
3.198,3.2004
3.203,3.1998
3.199,3.2002
3.199,3.2004
3.202,3.2002
3.199,3.2
3.202,3.2004
3.198,3.2002
3.201,3.2
3.201,3.1998
3.198,3.2004
3.201,3.1996
3.201,3.2002
3.197,3.2002
3.204,3.1996
3.198,3.2004
3.198,3.2004
3.205,3.1998
3.197,3.2
3.201,3.201
3.199,3.1996
3.203,3.2002
3.198,3.2002
3.2,3.2004
3.201,3.1994
3.2,3.2002
3.198,3.2
3.202,3.1994
3.199,3.2002
3.198,3.2002
3.204,3.1992
3.198,3.2004
3.197,3.2002
3.205,3.1996
3.197,3.1996
3.201,3.2008
3.198,3.1994
3.203,3.1996
3.198,3.2006
3.198,3.199
3.206,3.2008
3.19,3.1994
3.212,3.2004
3.191,3.1994
3.203,3.2014
3.201,3.1984
3.2,3.2008
3.197,3.2002
3.203,3.2
3.2,3.1992
3.2,3.201
3.196,3.2
3.206,3.1992
3.198,3.2
3.196,3.2008
3.204,3.199
3.2,3.2
3.197,3.2006
3.203,3.1998
3.199,3.1998
3.2,3.2006
3.2,3.1994
3.201,3.2008
3.197,3.1992
3.206,3.2008
3.192,3.1996
3.208,3.2004
3.195,3.1996
3.201,3.201
3.202,3.1986
3.199,3.2008
3.196,3.2
3.206,3.1992
3.197,3.2006
3.198,3.1996
3.206,3.2
3.191,3.1992
3.208,3.2004
3.193,3.1994
3.204,3.1998
3.201,3.2
3.193,3.2004
3.209,3.1994
3.195,3.1998
3.199,3.2014
3.203,3.1984
3.201,3.201
3.194,3.2004
3.208,3.1994
3.196,3.2
3.198,3.201
3.204,3.1996
3.199,3.199
3.201,3.202
3.193,3.1994
3.213,3.1992
3.191,3.2012
3.198,3.2
3.211,3.1994
3.187,3.2002
3.21,3.2
3.195,3.1992
3.197,3.201
3.207,3.1984
3.196,3.2006
3.197,3.2012
3.206,3.1988
3.2,3.2004
3.195,3.2014
3.204,3.199
3.202,3.2006
3.194,3.2002
3.208,3.2004
3.193,3.1996
3.205,3.2014
3.198,3.1986
3.203,3.2014
3.194,3.1996
3.207,3.1994
3.196,3.2002
3.197,3.2008
3.207,3.199
3.197,3.1998
3.198,3.2012
3.2,3.1992
3.204,3.2
3.197,3.2002
3.201,3.2006
3.199,3.1996
3.202,3.2004
3.199,3.2002
3.201,3.2004
3.2,3.2
3.2,3.1998
3.2,3.2006
3.198,3.1992
3.205,3.2002
3.193,3.2002
3.205,3.2
3.2,3.1996
3.197,3.2006
3.203,3.1992
3.198,3.201
3.198,3.1994
3.209,3.1998
3.189,3.2004
3.205,2.561
3.201,1.9166
0.001,1.2836
-0.013,0.6388
0.024,-0.0012
-0.019,0.0014
0.001,0.001
0.014,-0.0028
-0.015,0.0018
0.005,0.0002
0.004,-0.0016
-0.007,0.001
0.005,0.0006
-0.002,-0.0014
0.003,0.0006
-0.006,0.001
0.003,-0.0016
0.007,0.6394
-0.015,1.282
3.208,1.919
3.207,2.558
3.188,3.2026
3.202,3.199
3.208,3.198
3.19,3.2008
3.202,3.2006
3.202,2.5586
3.201,1.9208
-0.002,1.2796
0.001,0.6414
-0.004,-0.0018
0.011,0.0012
-0.015,0.0006
0.013,-0.0004
-0.002,-0.0012
-0.009,0.6434
0.007,1.2764
3.208,1.9214
3.178,2.5614
3.223,3.1992
3.191,3.1982
3.196,3.2044
3.203,3.1968
3.209,2.5612
3.185,1.9206
0.013,1.281
-0.007,0.6376
0.005,0.0028
-0.008,-0.001
0.011,-0.001
-0.006,0.0014
-0.007,-0.0004
0.017,0.6386
-0.017,1.2818
3.206,1.92
3.21,2.5574
3.184,3.203
3.204,3.1978
3.211,3.2
3.18,3.2004
3.221,3.2006
3.186,3.1986
3.205,3.2018
3.201,3.199
3.196,3.2
3.207,3.2006
3.191,3.1996
3.208,3.2012
3.196,3.1978
3.204,3.2024
3.19,3.1994
3.214,3.199
3.193,3.2012
3.194,3.2006
3.215,3.198
3.187,3.2018
3.201,3.2014
3.212,3.1966
3.192,3.2018
3.191,3.2026
3.213,3.1956
3.205,3.202
3.177,3.2012
3.224,3.1988
3.187,3.1996
3.201,3.2014
3.209,3.1986
3.186,3.2006
3.21,3.1998
3.197,3.199
3.197,3.2016
3.205,3.1988
3.199,3.2004
3.196,3.2008
3.205,3.1988
3.199,2.5612
3.195,1.9196
0.011,1.2798
-0.012,0.6406
0.006,0.0006
0.003,-0.0008
-0.005,0.0002
0.004,0.0006
-0.007,-0.0002
0.008,0
-0.001,-0.0006
-0.004,0.0022
0.001,-0.003
0.007,0.0024
-0.018,-0.0016
0.026,-3.46945e-19
-0.024,0.0008
0.009,0.0006
0.011,0.637
-0.019,1.2828
3.208,1.9202
3.205,2.5574
3.196,3.2024
3.197,3.1992
3.206,3.2004
3.192,3.199
3.211,3.2006
3.189,3.2
3.205,3.2002
3.203,3.2
3.193,3.1984
3.21,3.2034
3.181,3.1976
3.23,3.2004
3.174,3.1998
3.207,2.5624
3.207,1.9168
-0.006,1.2806
0.002,0.6414
-0.007,0.0004
0.011,-0.0026
0.002,0.0022
-0.021,0.0008
0.026,-0.0024
-0.014,-3.46945e-19
-0.005,0.0024
0.014,-0.0032
-0.009,0.0016
-0.002,0.0002
0.01,-0.0012
-0.012,0.0014
0.007,-0.001
0.004,0.6396
-0.014,1.2796
3.213,1.9226
3.188,2.5566
3.222,3.2012
3.174,3.2012
3.209,3.1996
3.213,3.198
3.18,3.2022
3.214,2.5604
3.195,1.9176
-0,1.283
-0.001,0.6386
0.007,-0.0004
-0.008,0.0012
0,-0.0016
0.008,0.0008
-0.015,-0.0008
0.019,0.6404
-0.016,1.28
3.206,1.9202
3.206,2.5592
3.186,3.2016
3.214,3.199
3.196,3.1992
3.193,3.2016
3.207,3.1986
3.198,3.2006
3.199,3.2002
3.206,3.1994
3.191,3.2012
3.203,3.1994
3.207,3.199
3.19,3.2016
3.204,3.1994
3.204,3.1988
3.192,3.2024
3.204,3.1982
3.208,3.2
3.183,3.202
3.213,3.1986
3.202,3.2004
3.187,3.2006
3.217,3.2012
3.184,2.5582
3.216,1.9232
-0.013,1.277
0.012,0.6426
-0.014,-0.001
0.012,0.0014
-0.002,-0.0024
-0.001,0.003
-0.007,-0.0014
0.013,0.001
-0.01,-0.0024
0.01,0.003
-0.018,-0.001
0.02,-0.0006
-0.007,0.0002
-0.008,0.0014
0.014,-0.001
-0.012,0.6392
0.008,1.2818
3.194,1.9184
3.205,2.5616
3.197,3.199
3.204,3.2004
3.195,3.2014
3.201,3.1972
3.21,3.202
3.176,3.201
3.228,3.1982
3.19,3.1988
3.187,3.2046
3.213,3.197
3.205,3.1994
3.19,3.2012
3.202,3.2012
3.196,3.1978
3.213,2.5596
3.188,1.9218
-0.001,1.2794
